Nom,National №,Type,Species,Height,Weight,Abilities,Local №,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Image
Ditto,0132,Normal,Transform Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. | Limber | Imposter | (hidden ability),0132 | (Red/Blue/Yellow) | 0092 | (Gold/Silver/Crystal) | 0132 | (FireRed/LeafGreen) | 0092 | (HeartGold/SoulSilver) | 0261 | (Black 2/White 2) | 0138 | (X/Y — Mountain Kalos) | 0209 | (Sun/Moon — Alola dex) | 0271 | (U.Sun/U.Moon — Alola dex) | 0132 | (Let's Go Pikachu/Let's Go Eevee) | 0373 | (Sword/Shield) | 0212 | (Scarlet/Violet) | 0207 | (The Isle of Armor),1 HP,"35 (4.6% with PokéBall, full HP)",50 (normal),101,Medium Fast,Ditto,Genderless,"20				(4,884–5,140 steps)",48,48,48,48,48,48,288,https://img.pokemondb.net/artwork/large/ditto.jpg
Eevee,0133,Normal,Evolution Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs),1. | Run Away | 2. | Adaptability | Anticipation | (hidden ability),0133 | (Yellow/Red/Blue) | 0180 | (Gold/Silver/Crystal) | 0133 | (FireRed/LeafGreen) | 0163 | (Platinum) | 0184 | (HeartGold/SoulSilver) | 0091 | (Black 2/White 2) | 0077 | (X/Y — Coastal Kalos) | 0123 | (Sun/Moon — Alola dex) | 0153 | (U.Sun/U.Moon — Alola dex) | 0133 | (Let's Go Pikachu/Let's Go Eevee) | 0196 | (Sword/Shield) | 0025 | (Legends: Arceus) | 0179 | (Scarlet/Violet) | 0100 | (Legends: Z-A) | 0074 | (The Crown Tundra),1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),65,Medium Fast,Field,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",55,55,50,45,65,55,325,https://img.pokemondb.net/artwork/large/eevee.jpg
Vaporeon,0134,Water,Bubble Jet Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),1. | Water Absorb | Hydration | (hidden ability),0134 | (Yellow/Red/Blue) | 0181 | (Gold/Silver/Crystal) | 0134 | (FireRed/LeafGreen) | 0164 | (Platinum) | 0185 | (HeartGold/SoulSilver) | 0092 | (Black 2/White 2) | 0078 | (X/Y — Coastal Kalos) | 0124 | (Sun/Moon — Alola dex) | 0154 | (U.Sun/U.Moon — Alola dex) | 0134 | (Let's Go Pikachu/Let's Go Eevee) | 0197 | (Sword/Shield) | 0026 | (Legends: Arceus) | 0180 | (Scarlet/Violet) | 0101 | (Legends: Z-A) | 0075 | (The Crown Tundra),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",130,65,60,110,95,65,525,https://img.pokemondb.net/artwork/large/vaporeon.jpg
Jolteon,0135,Electric,Lightning Pokémon,0.8 m (2′07″),24.5 kg (54.0 lbs),1. | Volt Absorb | Quick Feet | (hidden ability),0135 | (Yellow/Red/Blue) | 0182 | (Gold/Silver/Crystal) | 0135 | (FireRed/LeafGreen) | 0165 | (Platinum) | 0186 | (HeartGold/SoulSilver) | 0093 | (Black 2/White 2) | 0079 | (X/Y — Coastal Kalos) | 0125 | (Sun/Moon — Alola dex) | 0155 | (U.Sun/U.Moon — Alola dex) | 0135 | (Let's Go Pikachu/Let's Go Eevee) | 0198 | (Sword/Shield) | 0027 | (Legends: Arceus) | 0181 | (Scarlet/Violet) | 0102 | (Legends: Z-A) | 0076 | (The Crown Tundra),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",65,65,60,110,95,130,525,https://img.pokemondb.net/artwork/large/jolteon.jpg
Flareon,0136,Fire,Flame Pokémon,0.9 m (2′11″),25.0 kg (55.1 lbs),1. | Flash Fire | Guts | (hidden ability),0136 | (Yellow/Red/Blue) | 0183 | (Gold/Silver/Crystal) | 0136 | (FireRed/LeafGreen) | 0166 | (Platinum) | 0187 | (HeartGold/SoulSilver) | 0094 | (Black 2/White 2) | 0080 | (X/Y — Coastal Kalos) | 0126 | (Sun/Moon — Alola dex) | 0156 | (U.Sun/U.Moon — Alola dex) | 0136 | (Let's Go Pikachu/Let's Go Eevee) | 0199 | (Sword/Shield) | 0028 | (Legends: Arceus) | 0182 | (Scarlet/Violet) | 0103 | (Legends: Z-A) | 0077 | (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",65,130,60,95,110,65,525,https://img.pokemondb.net/artwork/large/flareon.jpg
Porygon,0137,Normal,Virtual Pokémon,0.8 m (2′07″),36.5 kg (80.5 lbs),1. | Trace | 2. | Download | Analytic | (hidden ability),0137 | (Red/Blue/Yellow) | 0215 | (Gold/Silver/Crystal) | 0137 | (FireRed/LeafGreen) | 0192 | (Platinum) | 0220 | (HeartGold/SoulSilver) | 0217 | (Sun/Moon — Alola dex) | 0281 | (U.Sun/U.Moon — Alola dex) | 0137 | (Let's Go Pikachu/Let's Go Eevee) | 0133 | (Legends: Arceus) | 0208 | (The Isle of Armor) | 0129 | (The Indigo Disk),1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),79,Medium Fast,Mineral,Genderless,"20				(4,884–5,140 steps)",65,60,70,85,75,40,395,https://img.pokemondb.net/artwork/large/porygon.jpg
Omanyte,0138,Rock | Water,Spiral Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),1. | Swift Swim | 2. | Shell Armor | Weak Armor | (hidden ability),0138 | (Red/Blue/Yellow) | 0220 | (Gold/Silver/Crystal) | 0138 | (FireRed/LeafGreen) | 0225 | (HeartGold/SoulSilver) | 0227 | (U.Sun/U.Moon — Alola dex) | 0138 | (Let's Go Pikachu/Let's Go Eevee) | 0123 | (The Crown Tundra),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30				(7,454–7,710 steps)",35,40,100,90,55,35,355,https://img.pokemondb.net/artwork/large/omanyte.jpg
Omastar,0139,Rock | Water,Spiral Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),1. | Swift Swim | 2. | Shell Armor | Weak Armor | (hidden ability),0139 | (Red/Blue/Yellow) | 0221 | (Gold/Silver/Crystal) | 0139 | (FireRed/LeafGreen) | 0226 | (HeartGold/SoulSilver) | 0228 | (U.Sun/U.Moon — Alola dex) | 0139 | (Let's Go Pikachu/Let's Go Eevee) | 0124 | (The Crown Tundra),2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30				(7,454–7,710 steps)",70,60,125,115,70,55,495,https://img.pokemondb.net/artwork/large/omastar.jpg
Kabuto,0140,Rock | Water,Shellfish Pokémon,0.5 m (1′08″),11.5 kg (25.4 lbs),1. | Swift Swim | 2. | Battle Armor | Weak Armor | (hidden ability),0140 | (Red/Blue/Yellow) | 0222 | (Gold/Silver/Crystal) | 0140 | (FireRed/LeafGreen) | 0227 | (HeartGold/SoulSilver) | 0229 | (U.Sun/U.Moon — Alola dex) | 0140 | (Let's Go Pikachu/Let's Go Eevee) | 0125 | (The Crown Tundra),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30				(7,454–7,710 steps)",30,80,90,55,45,55,355,https://img.pokemondb.net/artwork/large/kabuto.jpg
Kabutops,0141,Rock | Water,Shellfish Pokémon,1.3 m (4′03″),40.5 kg (89.3 lbs),1. | Swift Swim | 2. | Battle Armor | Weak Armor | (hidden ability),0141 | (Red/Blue/Yellow) | 0223 | (Gold/Silver/Crystal) | 0141 | (FireRed/LeafGreen) | 0228 | (HeartGold/SoulSilver) | 0230 | (U.Sun/U.Moon — Alola dex) | 0141 | (Let's Go Pikachu/Let's Go Eevee) | 0126 | (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30				(7,454–7,710 steps)",60,115,105,65,70,80,495,https://img.pokemondb.net/artwork/large/kabutops.jpg
Aerodactyl,0142,Rock | Flying,Fossil Pokémon,1.8 m (5′11″),59.0 kg (130.1 lbs),1. | Rock Head | 2. | Pressure | Unnerve | (hidden ability),0142 | (Red/Blue/Yellow) | 0224 | (Gold/Silver/Crystal) | 0142 | (FireRed/LeafGreen) | 0229 | (HeartGold/SoulSilver) | 0068 | (X/Y — Coastal Kalos) | 0284 | (Sun/Moon — Alola dex) | 0382 | (U.Sun/U.Moon — Alola dex) | 0142 | (Let's Go Pikachu/Let's Go Eevee) | 0192 | (Legends: Z-A) | 0127 | (The Crown Tundra),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),180,Slow,Flying,"87.5% male, 12.5% female","35				(8,739–8,995 steps)",80,105,65,60,75,130,515,https://img.pokemondb.net/artwork/large/aerodactyl.jpg
Snorlax,0143,Normal,Sleeping Pokémon,2.1 m (6′11″),460.0 kg (1014.1 lbs),1. | Immunity | 2. | Thick Fat | Gluttony | (hidden ability),0143 | (Yellow/Red/Blue) | 0225 | (Gold/Silver/Crystal) | 0143 | (FireRed/LeafGreen) | 0113 | (Diamond/Pearl) | 0113 | (Platinum) | 0230 | (HeartGold/SoulSilver) | 0139 | (X/Y — Central Kalos) | 0036 | (Sun/Moon — Alola dex) | 0043 | (U.Sun/U.Moon — Alola dex) | 0143 | (Let's Go Pikachu/Let's Go Eevee) | 0261 | (Sword/Shield) | 0113 | (Brilliant Diamond/Shining Pearl) | 0052 | (Legends: Arceus) | 0173 | (The Crown Tundra) | 0103 | (The Teal Mask),2 HP,"25 (3.3% with PokéBall, full HP)",50 (normal),189,Slow,Monster,"87.5% male, 12.5% female","40				(10,024–10,280 steps)",160,110,65,65,110,30,540,https://img.pokemondb.net/artwork/large/snorlax.jpg
Articuno,0144,Ice | Flying,Freeze Pokémon,1.7 m (5′07″),55.4 kg (122.1 lbs),1. | Pressure | Snow Cloak | (hidden ability),0144 | (Red/Blue/Yellow) | 0235 | (Gold/Silver/Crystal) | 0144 | (FireRed/LeafGreen) | 0240 | (HeartGold/SoulSilver) | 0151 | (X/Y — Coastal Kalos) | 0144 | (Let's Go Pikachu/Let's Go Eevee) | 0202 | (The Crown Tundra),3 Sp. Def,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80				(20,304–20,560 steps)",90,85,100,95,125,85,580,https://img.pokemondb.net/artwork/large/articuno.jpg
Zapdos,0145,Electric | Flying,Electric Pokémon,1.6 m (5′03″),52.6 kg (116.0 lbs),1. | Pressure | Static | (hidden ability),0145 | (Red/Blue/Yellow) | 0236 | (Gold/Silver/Crystal) | 0145 | (FireRed/LeafGreen) | 0241 | (HeartGold/SoulSilver) | 0152 | (X/Y — Coastal Kalos) | 0145 | (Let's Go Pikachu/Let's Go Eevee) | 0203 | (The Crown Tundra),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80				(20,304–20,560 steps)",90,90,85,125,90,100,580,https://img.pokemondb.net/artwork/large/zapdos.jpg
Moltres,0146,Fire | Flying,Flame Pokémon,2.0 m (6′07″),60.0 kg (132.3 lbs),1. | Pressure | Flame Body | (hidden ability),0146 | (Red/Blue/Yellow) | 0237 | (Gold/Silver/Crystal) | 0146 | (FireRed/LeafGreen) | 0242 | (HeartGold/SoulSilver) | 0153 | (X/Y — Coastal Kalos) | 0146 | (Let's Go Pikachu/Let's Go Eevee) | 0204 | (The Crown Tundra),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80				(20,304–20,560 steps)",90,100,90,125,85,90,580,https://img.pokemondb.net/artwork/large/moltres.jpg
Dratini,0147,Dragon,Dragon Pokémon,1.8 m (5′11″),3.3 kg (7.3 lbs),1. | Shed Skin | Marvel Scale | (hidden ability),0147 | (Red/Blue/Yellow) | 0241 | (Gold/Silver/Crystal) | 0147 | (FireRed/LeafGreen) | 0246 | (HeartGold/SoulSilver) | 0145 | (X/Y — Mountain Kalos) | 0281 | (Sun/Moon — Alola dex) | 0379 | (U.Sun/U.Moon — Alola dex) | 0147 | (Let's Go Pikachu/Let's Go Eevee) | 0347 | (Scarlet/Violet) | 0145 | (Legends: Z-A) | 0194 | (The Crown Tundra),1 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,"Dragon, Water 1","50% male, 50% female","40				(10,024–10,280 steps)",41,64,45,50,50,50,300,https://img.pokemondb.net/artwork/large/dratini.jpg
Dragonair,0148,Dragon,Dragon Pokémon,4.0 m (13′01″),16.5 kg (36.4 lbs),1. | Shed Skin | Marvel Scale | (hidden ability),0148 | (Red/Blue/Yellow) | 0242 | (Gold/Silver/Crystal) | 0148 | (FireRed/LeafGreen) | 0247 | (HeartGold/SoulSilver) | 0146 | (X/Y — Mountain Kalos) | 0282 | (Sun/Moon — Alola dex) | 0380 | (U.Sun/U.Moon — Alola dex) | 0148 | (Let's Go Pikachu/Let's Go Eevee) | 0348 | (Scarlet/Violet) | 0146 | (Legends: Z-A) | 0195 | (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,"Dragon, Water 1","50% male, 50% female","40				(10,024–10,280 steps)",61,84,65,70,70,70,420,https://img.pokemondb.net/artwork/large/dragonair.jpg
Dragonite,0149,Dragon | Flying,Dragon Pokémon,2.2 m (7′03″),210.0 kg (463.0 lbs),1. | Inner Focus | Multiscale | (hidden ability),0149 | (Red/Blue/Yellow) | 0243 | (Gold/Silver/Crystal) | 0149 | (FireRed/LeafGreen) | 0248 | (HeartGold/SoulSilver) | 0147 | (X/Y — Mountain Kalos) | 0283 | (Sun/Moon — Alola dex) | 0381 | (U.Sun/U.Moon — Alola dex) | 0149 | (Let's Go Pikachu/Let's Go Eevee) | 0349 | (Scarlet/Violet) | 0147 | (Legends: Z-A) | 0196 | (The Crown Tundra),3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,"Dragon, Water 1","50% male, 50% female","40				(10,024–10,280 steps)",91,134,95,100,100,80,600,https://img.pokemondb.net/artwork/large/dragonite.jpg
Mewtwo,0150,Psychic,Genetic Pokémon,2.0 m (6′07″),122.0 kg (269.0 lbs),1. | Pressure | Unnerve | (hidden ability),0150 | (Red/Blue/Yellow) | 0249 | (Gold/Silver/Crystal) | 0150 | (FireRed/LeafGreen) | 0254 | (HeartGold/SoulSilver) | 0151 | (X/Y — Mountain Kalos) | 0150 | (Let's Go Pikachu/Let's Go Eevee) | 0232 | (Legends: Z-A),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120				(30,584–30,840 steps)",106,110,90,154,90,130,680,https://img.pokemondb.net/artwork/large/mewtwo.jpg
Mew,0151,Psychic,New Species Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs),1. | Synchronize,0151 | (Red/Blue/Yellow) | 0250 | (Gold/Silver/Crystal) | 0151 | (FireRed/LeafGreen) | 0255 | (HeartGold/SoulSilver) | 0151 | (Let's Go Pikachu/Let's Go Eevee),3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),300,Medium Slow,Undiscovered,Genderless,"120				(30,584–30,840 steps)",100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/mew.jpg
Chikorita,0152,Grass,Leaf Pokémon,0.9 m (2′11″),6.4 kg (14.1 lbs),1. | Overgrow | Leaf Guard | (hidden ability),0001 | (Gold/Silver/Crystal) | 0001 | (HeartGold/SoulSilver) | 0001 | (Legends: Z-A) | 0173 | (The Indigo Disk),1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20				(4,884–5,140 steps)",45,49,65,49,65,45,318,https://img.pokemondb.net/artwork/large/chikorita.jpg
Bayleef,0153,Grass,Leaf Pokémon,1.2 m (3′11″),15.8 kg (34.8 lbs),1. | Overgrow | Leaf Guard | (hidden ability),0002 | (Gold/Silver/Crystal) | 0002 | (HeartGold/SoulSilver) | 0002 | (Legends: Z-A) | 0174 | (The Indigo Disk),"1 Defense, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20				(4,884–5,140 steps)",60,62,80,63,80,60,405,https://img.pokemondb.net/artwork/large/bayleef.jpg
Meganium,0154,Grass,Herb Pokémon,1.8 m (5′11″),100.5 kg (221.6 lbs),1. | Overgrow | Leaf Guard | (hidden ability),0003 | (Gold/Silver/Crystal) | 0003 | (HeartGold/SoulSilver) | 0003 | (Legends: Z-A) | 0175 | (The Indigo Disk),"1 Defense, 2 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20				(4,884–5,140 steps)",80,82,100,83,100,80,525,https://img.pokemondb.net/artwork/large/meganium.jpg
Cyndaquil,0155,Fire,Fire Mouse Pokémon,0.5 m (1′08″),7.9 kg (17.4 lbs),1. | Blaze | Flash Fire | (hidden ability),0004 | (Gold/Silver/Crystal) | 0004 | (HeartGold/SoulSilver) | 0004 | (Legends: Arceus) | 0176 | (The Indigo Disk),1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,Field,"87.5% male, 12.5% female","20				(4,884–5,140 steps)",39,52,43,60,50,65,309,https://img.pokemondb.net/artwork/large/cyndaquil.jpg
Quilava,0156,Fire,Volcano Pokémon,0.9 m (2′11″),19.0 kg (41.9 lbs),1. | Blaze | Flash Fire | (hidden ability),0005 | (Gold/Silver/Crystal) | 0005 | (HeartGold/SoulSilver) | 0005 | (Legends: Arceus) | 0177 | (The Indigo Disk),"1 Sp. Atk, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,Field,"87.5% male, 12.5% female","20				(4,884–5,140 steps)",58,64,58,80,65,80,405,https://img.pokemondb.net/artwork/large/quilava.jpg
Typhlosion,0157,Fire,Volcano Pokémon,1.7 m (5′07″),79.5 kg (175.3 lbs),1. | Blaze | Flash Fire | (hidden ability),0006 | (Gold/Silver/Crystal) | 0006 | (HeartGold/SoulSilver) | 0006 | (Legends: Arceus) | 0178 | (The Indigo Disk),3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),267,Medium Slow,Field,"87.5% male, 12.5% female","20				(4,884–5,140 steps)",78,84,78,109,85,100,534,https://img.pokemondb.net/artwork/large/typhlosion.jpg
Totodile,0158,Water,Big Jaw Pokémon,0.6 m (2′00″),9.5 kg (20.9 lbs),1. | Torrent | Sheer Force | (hidden ability),0007 | (Gold/Silver/Crystal) | 0007 | (HeartGold/SoulSilver) | 0007 | (Legends: Z-A) | 0179 | (The Indigo Disk),1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20				(4,884–5,140 steps)",50,65,64,44,48,43,314,https://img.pokemondb.net/artwork/large/totodile.jpg
Croconaw,0159,Water,Big Jaw Pokémon,1.1 m (3′07″),25.0 kg (55.1 lbs),1. | Torrent | Sheer Force | (hidden ability),0008 | (Gold/Silver/Crystal) | 0008 | (HeartGold/SoulSilver) | 0008 | (Legends: Z-A) | 0180 | (The Indigo Disk),"1 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20				(4,884–5,140 steps)",65,80,80,59,63,58,405,https://img.pokemondb.net/artwork/large/croconaw.jpg
Feraligatr,0160,Water,Big Jaw Pokémon,2.3 m (7′07″),88.8 kg (195.8 lbs),1. | Torrent | Sheer Force | (hidden ability),0009 | (Gold/Silver/Crystal) | 0009 | (HeartGold/SoulSilver) | 0009 | (Legends: Z-A) | 0181 | (The Indigo Disk),"2 Attack, 1 Defense","45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20				(4,884–5,140 steps)",85,105,100,79,83,78,530,https://img.pokemondb.net/artwork/large/feraligatr.jpg
Sentret,0161,Normal,Scout Pokémon,0.8 m (2′07″),6.0 kg (13.2 lbs),1. | Run Away | 2. | Keen Eye | Frisk | (hidden ability),0019 | (Gold/Silver/Crystal) | 0019 | (HeartGold/SoulSilver) | 0109 | (X/Y — Central Kalos) | 0026 | (The Teal Mask),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),43,Medium Fast,Field,"50% male, 50% female","15				(3,599–3,855 steps)",35,46,34,35,45,20,215,https://img.pokemondb.net/artwork/large/sentret.jpg
Furret,0162,Normal,Long Body Pokémon,1.8 m (5′11″),32.5 kg (71.7 lbs),1. | Run Away | 2. | Keen Eye | Frisk | (hidden ability),0020 | (Gold/Silver/Crystal) | 0020 | (HeartGold/SoulSilver) | 0110 | (X/Y — Central Kalos) | 0027 | (The Teal Mask),2 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),145,Medium Fast,Field,"50% male, 50% female","15				(3,599–3,855 steps)",85,76,64,45,55,90,415,https://img.pokemondb.net/artwork/large/furret.jpg
Hoothoot,0163,Normal | Flying,Owl Pokémon,0.7 m (2′04″),21.2 kg (46.7 lbs),1. | Insomnia | 2. | Keen Eye | Tinted Lens | (hidden ability),0015 | (Gold/Silver/Crystal) | 0106 | (Diamond/Pearl) | 0106 | (Platinum) | 0015 | (HeartGold/SoulSilver) | 0117 | (X/Y — Mountain Kalos) | 0212 | (U.Sun/U.Moon — Alola dex) | 0019 | (Sword/Shield) | 0106 | (Brilliant Diamond/Shining Pearl) | 0045 | (The Teal Mask),1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,Flying,"50% male, 50% female","15				(3,599–3,855 steps)",60,30,30,36,56,50,262,https://img.pokemondb.net/artwork/large/hoothoot.jpg
Noctowl,0164,Normal | Flying,Owl Pokémon,1.6 m (5′03″),40.8 kg (89.9 lbs),1. | Insomnia | 2. | Keen Eye | Tinted Lens | (hidden ability),0016 | (Gold/Silver/Crystal) | 0107 | (Diamond/Pearl) | 0107 | (Platinum) | 0016 | (HeartGold/SoulSilver) | 0118 | (X/Y — Mountain Kalos) | 0213 | (U.Sun/U.Moon — Alola dex) | 0020 | (Sword/Shield) | 0107 | (Brilliant Diamond/Shining Pearl) | 0046 | (The Teal Mask),2 HP,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Flying,"50% male, 50% female","15				(3,599–3,855 steps)",100,50,50,86,96,70,452,https://img.pokemondb.net/artwork/large/noctowl.jpg
Ledyba,0165,Bug | Flying,Five Star Pokémon,1.0 m (3′03″),10.8 kg (23.8 lbs),1. | Swarm | 2. | Early Bird | Rattled | (hidden ability),0030 | (Gold/Silver/Crystal) | 0030 | (HeartGold/SoulSilver) | 0074 | (X/Y — Central Kalos) | 0020 | (Sun/Moon — Alola dex) | 0020 | (U.Sun/U.Moon — Alola dex),1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Fast,Bug,"50% male, 50% female","15				(3,599–3,855 steps)",40,20,30,40,80,55,265,https://img.pokemondb.net/artwork/large/ledyba.jpg
Ledian,0166,Bug | Flying,Five Star Pokémon,1.4 m (4′07″),35.6 kg (78.5 lbs),1. | Swarm | 2. | Early Bird | Iron Fist | (hidden ability),0031 | (Gold/Silver/Crystal) | 0031 | (HeartGold/SoulSilver) | 0075 | (X/Y — Central Kalos) | 0021 | (Sun/Moon — Alola dex) | 0021 | (U.Sun/U.Moon — Alola dex),2 Sp. Def,"90 (11.8% with PokéBall, full HP)",50 (normal),137,Fast,Bug,"50% male, 50% female","15				(3,599–3,855 steps)",55,35,50,55,110,85,390,https://img.pokemondb.net/artwork/large/ledian.jpg
Spinarak,0167,Bug | Poison,String Spit Pokémon,0.5 m (1′08″),8.5 kg (18.7 lbs),1. | Swarm | 2. | Insomnia | Sniper | (hidden ability),0032 | (Gold/Silver/Crystal) | 0032 | (HeartGold/SoulSilver) | 0107 | (X/Y — Mountain Kalos) | 0022 | (Sun/Moon — Alola dex) | 0022 | (U.Sun/U.Moon — Alola dex) | 0058 | (Legends: Z-A) | 0001 | (The Teal Mask),1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Fast,Bug,"50% male, 50% female","15				(3,599–3,855 steps)",40,60,40,40,40,30,250,https://img.pokemondb.net/artwork/large/spinarak.jpg
Ariados,0168,Bug | Poison,Long Leg Pokémon,1.1 m (3′07″),33.5 kg (73.9 lbs),1. | Swarm | 2. | Insomnia | Sniper | (hidden ability),0033 | (Gold/Silver/Crystal) | 0033 | (HeartGold/SoulSilver) | 0108 | (X/Y — Mountain Kalos) | 0023 | (Sun/Moon — Alola dex) | 0023 | (U.Sun/U.Moon — Alola dex) | 0059 | (Legends: Z-A) | 0002 | (The Teal Mask),2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),140,Fast,Bug,"50% male, 50% female","15				(3,599–3,855 steps)",70,90,70,60,70,40,400,https://img.pokemondb.net/artwork/large/ariados.jpg
Crobat,0169,Poison | Flying,Bat Pokémon,1.8 m (5′11″),75.0 kg (165.3 lbs),1. | Inner Focus | Infiltrator | (hidden ability),0039 | (Gold/Silver/Crystal) | 0065 | (Ruby/Sapphire/Emerald) | 0030 | (Diamond/Pearl) | 0030 | (Platinum) | 0039 | (HeartGold/SoulSilver) | 0063 | (Black 2/White 2) | 0147 | (X/Y — Central Kalos) | 0067 | (Omega Ruby/Alpha Sapphire) | 0070 | (Sun/Moon — Alola dex) | 0082 | (U.Sun/U.Moon — Alola dex) | 0030 | (Brilliant Diamond/Shining Pearl) | 0036 | (Legends: Arceus) | 0146 | (The Crown Tundra),3 Speed,"90 (11.8% with PokéBall, full HP)",50 (normal),241,Medium Fast,Flying,"50% male, 50% female","15				(3,599–3,855 steps)",85,90,80,70,80,130,535,https://img.pokemondb.net/artwork/large/crobat.jpg
Chinchou,0170,Water | Electric,Angler Pokémon,0.5 m (1′08″),12.0 kg (26.5 lbs),1. | Volt Absorb | 2. | Illuminate | Water Absorb | (hidden ability),0174 | (Gold/Silver/Crystal) | 0181 | (Ruby/Sapphire/Emerald) | 0176 | (HeartGold/SoulSilver) | 0147 | (X/Y — Coastal Kalos) | 0190 | (Omega Ruby/Alpha Sapphire) | 0201 | (Sun/Moon — Alola dex) | 0257 | (U.Sun/U.Moon — Alola dex) | 0220 | (Sword/Shield) | 0188 | (The Isle of Armor) | 0078 | (The Indigo Disk),1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Slow,Water 2,"50% male, 50% female","20				(4,884–5,140 steps)",75,38,38,56,56,67,330,https://img.pokemondb.net/artwork/large/chinchou.jpg
